word_0,hits_0,word_1,hits_1,word_2,hits_2,word_3,hits_3,word_4,hits_4
salet,BBBBB,crump,BBBBY,phony,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBBBY,phony,YYBBG,hippy,GGGGG,     ,     
salet,BBBBB,crump,BBBBY,phony,YYYBB,hippo,GGGGG,     ,     
salet,BBBBB,crump,BBBGY,pygmy,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBBYB,idiom,BYBYY,moody,GGGGG,     ,     
salet,BBBBB,crump,BBBYB,idiom,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBBYB,idiom,YBYBG,minim,GGGGG,     ,     
salet,BBBBB,crump,BBBYY,nymph,BYGGB,wimpy,GGGGG,     ,     
salet,BBBBB,crump,BBBYY,nymph,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBGBB,bough,BGGBB,found,BGGGG,wound,GGGGG
salet,BBBBB,crump,BBGBB,bough,BGGBB,found,GGGGG,     ,     
salet,BBBBB,crump,BBGBB,bough,BGGBY,hound,GGGGG,     ,     
salet,BBBBB,crump,BBGBB,bough,BGGGG,dough,GGGGG,     ,     
salet,BBBBB,crump,BBGBB,bough,BGGYB,young,GGGGG,     ,     
salet,BBBBB,crump,BBGBB,bough,GGGBB,bound,GGGGG,     ,     
salet,BBBBB,crump,BBGBB,bough,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBGBY,pound,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBGYB,mound,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBYBB,funny,BGBBG,buddy,GGBBG,buggy,GGGGG
salet,BBBBB,crump,BBYBB,funny,BGBBG,buddy,GGGGG,     ,     
salet,BBBBB,crump,BBYBB,funny,BGGBG,hunky,GGGGG,     ,     
salet,BBBBB,crump,BBYBB,funny,BGGGG,bunny,GGGGG,     ,     
salet,BBBBB,crump,BBYBB,funny,BYYBB,undid,GGGGG,     ,     
salet,BBBBB,crump,BBYBB,funny,BYYYB,union,GGGGG,     ,     
salet,BBBBB,crump,BBYBB,funny,GGBBG,fuzzy,GGGGG,     ,     
salet,BBBBB,crump,BBYBB,funny,GGGBB,fungi,GGGGG,     ,     
salet,BBBBB,crump,BBYBB,funny,GGGBG,funky,GGGGG,     ,     
salet,BBBBB,crump,BBYBB,funny,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBYBB,funny,YYYBG,unify,GGGGG,     ,     
salet,BBBBB,crump,BBYBG,unzip,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBYBY,guppy,BGGGG,puppy,GGGGG,     ,     
salet,BBBBB,crump,BBYBY,guppy,BGYBG,puffy,GGGGG,     ,     
salet,BBBBB,crump,BBYBY,guppy,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBYBY,guppy,YGYBG,pudgy,GGGGG,     ,     
salet,BBBBB,crump,BBYGB,mummy,BGGGG,dummy,BGGGG,gummy,GGGGG
salet,BBBBB,crump,BBYGB,mummy,BGGGG,dummy,GGGGG,     ,     
salet,BBBBB,crump,BBYGB,mummy,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBYYB,gumbo,BGGBB,humid,GGGGG,     ,     
salet,BBBBB,crump,BBYYB,gumbo,BGGGG,jumbo,GGGGG,     ,     
salet,BBBBB,crump,BBYYB,gumbo,BGYBB,muddy,GGGGG,     ,     
salet,BBBBB,crump,BBYYB,gumbo,BGYYY,buxom,GGGGG,     ,     
salet,BBBBB,crump,BBYYB,gumbo,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BBYYY,dumpy,BGGGB,humph,GGGGG,     ,     
salet,BBBBB,crump,BBYYY,dumpy,BGGGG,jumpy,GGGGG,     ,     
salet,BBBBB,crump,BBYYY,dumpy,BYYYB,opium,GGGGG,     ,     
salet,BBBBB,crump,BBYYY,dumpy,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BGBBB,bring,BGBGB,frond,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,BGBGG,wrong,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,BGBYB,drown,BGGGG,frown,GGGGG
salet,BBBBB,crump,BGBBB,bring,BGBYB,drown,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,BGBYY,grown,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,BGGGB,drink,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,BGGGG,wring,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,BGGGY,grind,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,BGYGB,irony,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,BGYYY,groin,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,GGBBB,brood,GGGGB,brook,GGGGG
salet,BBBBB,crump,BGBBB,bring,GGBBB,brood,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,GGBYB,brown,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,GGGGB,brink,GGGGB,briny,GGGGG
salet,BBBBB,crump,BGBBB,bring,GGGGB,brink,GGGGG,     ,     
salet,BBBBB,crump,BGBBB,bring,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BGBBG,droop,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BGBBY,proxy,GGBBG,privy,GGGGG,     ,     
salet,BBBBB,crump,BGBBY,proxy,GGGBB,prong,GGGBB,proof,GGGGG
salet,BBBBB,crump,BGBBY,proxy,GGGBB,prong,GGGGG,     ,     
salet,BBBBB,crump,BGBBY,proxy,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BGBBY,proxy,GGYBB,prior,GGGGG,     ,     
salet,BBBBB,crump,BGBGB,grimy,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BGBGY,primo,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BGBYB,broom,BGGGG,groom,GGGGG,     ,     
salet,BBBBB,crump,BGBYB,broom,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BGGBB,drunk,BGGBB,gruff,GGGGG,     ,     
salet,BBBBB,crump,BGGBB,drunk,BGGGB,wrung,GGGGG,     ,     
salet,BBBBB,crump,BGGBB,drunk,GGGBB,druid,GGGGG,     ,     
salet,BBBBB,crump,BGGBB,drunk,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BGYBG,group,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BGYBY,proud,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BYBBB,rowdy,GBBYB,rigid,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,GGBBB,robin,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BYBBB,rowdy,GYBBB,rhino,GBYBY,rigor,GGGGG
salet,BBBBB,crump,BYBBB,rowdy,GYBBB,rhino,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,YGBBB,forgo,BGYBY,honor,GGGGG
salet,BBBBB,crump,BYBBB,rowdy,YGBBB,forgo,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,YGBBG,horny,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,YGBYB,donor,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,YGGYG,dowry,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,YGYBG,worry,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,YGYGG,wordy,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,YYBBB,vigor,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,YYBBG,ivory,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,YYBYB,fjord,GGGGG,     ,     
salet,BBBBB,crump,BYBBB,rowdy,YYBYY,hydro,GGGGG,     ,     
salet,BBBBB,crump,BYBGB,roomy,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BYBYB,minor,GBBBY,myrrh,GGGGG,     ,     
salet,BBBBB,crump,BYBYB,minor,GBYGY,moron,GGGGG,     ,     
salet,BBBBB,crump,BYBYB,minor,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BYBYY,morph,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BYGBB,gourd,BGGYG,round,GGGGG,     ,     
salet,BBBBB,crump,BYGBB,gourd,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BYGBB,gourd,YGGYB,rough,GGGGG,     ,     
salet,BBBBB,crump,BYGYB,mourn,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BYYBB,furry,BGBGB,quirk,GGGGG,     ,     
salet,BBBBB,crump,BYYBB,furry,BGGGG,hurry,GGGGG,     ,     
salet,BBBBB,crump,BYYBB,furry,BGGYB,juror,GGGGG,     ,     
salet,BBBBB,crump,BYYBB,furry,BGYBG,ruddy,GGBBG,rugby,GGGGG
salet,BBBBB,crump,BYYBB,furry,BGYBG,ruddy,GGGGG,     ,     
salet,BBBBB,crump,BYYBB,furry,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,BYYBB,furry,GGGYB,furor,GGGGG,     ,     
salet,BBBBB,crump,BYYYB,humor,BGGGG,rumor,GGGGG,     ,     
salet,BBBBB,crump,BYYYB,humor,BGYBY,murky,GGGGG,     ,     
salet,BBBBB,crump,BYYYB,humor,BYYYY,forum,GGGGG,     ,     
salet,BBBBB,crump,BYYYB,humor,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GBBBB,conch,GBBGY,chick,GGGGG,     ,     
salet,BBBBB,crump,GBBBB,conch,GBBYB,civic,GGGGG,     ,     
salet,BBBBB,crump,GBBBB,conch,GBGGG,cinch,GGGGG,     ,     
salet,BBBBB,crump,GBBBB,conch,GBGYB,cynic,GGGGG,     ,     
salet,BBBBB,crump,GBBBB,conch,GGGBB,condo,GGGGG,     ,     
salet,BBBBB,crump,GBBBB,conch,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GBBBB,conch,GGGYB,conic,GGGGG,     ,     
salet,BBBBB,crump,GBBBB,conch,GYBGY,chock,GGGGG,     ,     
salet,BBBBB,crump,GBBYB,comfy,GGGBB,comic,GGGGG,     ,     
salet,BBBBB,crump,GBBYB,comfy,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GBGBB,chuck,GGGBG,chunk,GGGGG,     ,     
salet,BBBBB,crump,GBGBB,chuck,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GBGBB,chuck,GYGBB,cough,GGGGG,     ,     
salet,BBBBB,crump,GBGBB,chuck,GYGGB,couch,GGGGG,     ,     
salet,BBBBB,crump,GBGGG,chump,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GBYBB,cubic,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GBYYB,cumin,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GGBBB,crown,GGBBB,crick,GGGGG,     ,     
salet,BBBBB,crump,GGBBB,crown,GGGBB,crock,GGGBG,crook,GGGGG
salet,BBBBB,crump,GGBBB,crown,GGGBB,crock,GGGGG,     ,     
salet,BBBBB,crump,GGBBB,crown,GGGBY,crony,GGGGG,     ,     
salet,BBBBB,crump,GGBBB,crown,GGGGB,crowd,GGGGG,     ,     
salet,BBBBB,crump,GGBBB,crown,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GGBGG,crimp,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GGGGB,crumb,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GGGGG,     ,     ,     ,     ,     ,     
salet,BBBBB,crump,GGYBG,croup,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GYBBB,choir,GBYBY,corny,GGGGG,     ,     
salet,BBBBB,crump,GYBBB,choir,GGGBY,chord,GGGGG,     ,     
salet,BBBBB,crump,GYBBB,choir,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GYBBG,chirp,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GYGBB,churn,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,GYYBB,curry,GGGBB,curio,GGGGG,     ,     
salet,BBBBB,crump,GYYBB,curry,GGGBG,curvy,GGGGG,     ,     
salet,BBBBB,crump,GYYBB,curry,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YBBBB,finch,BBYGB,knock,GGGGG,     ,     
salet,BBBBB,crump,YBBBB,finch,BGGGG,winch,GGGGG,     ,     
salet,BBBBB,crump,YBBBB,finch,BYBGG,which,GGGGG,     ,     
salet,BBBBB,crump,YBBBB,finch,BYGYB,ionic,GGGGG,     ,     
salet,BBBBB,crump,YBBBB,finch,BYYYB,icing,GGGGG,     ,     
salet,BBBBB,crump,YBBBB,finch,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YBBBY,picky,GBYBB,pooch,GGGGG,     ,     
salet,BBBBB,crump,YBBBY,picky,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YBBBY,picky,GGYBB,pinch,GGGGG,     ,     
salet,BBBBB,crump,YBBYB,mimic,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YBGBB,vouch,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YBGBY,pouch,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YBYBB,quick,BGBGB,bunch,BGGGG,hunch,GGGGG
salet,BBBBB,crump,YBYBB,quick,BGBGB,bunch,GGGGG,     ,     
salet,BBBBB,crump,YBYBB,quick,BGBYB,duchy,GGGGG,     ,     
salet,BBBBB,crump,YBYBB,quick,BGGGB,juicy,GGGGG,     ,     
salet,BBBBB,crump,YBYBB,quick,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YBYBY,pubic,GGBBY,punch,GGGGG,     ,     
salet,BBBBB,crump,YBYBY,pubic,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YBYYB,mucky,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YBYYB,mucky,GGYBB,munch,GGGGG,     ,     
salet,BBBBB,crump,YGBBB,brick,BGBGG,frock,GGGGG,     ,     
salet,BBBBB,crump,YGBBB,brick,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YGBBY,prick,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YYBBB,birch,BBYYB,rocky,GGGGG,     ,     
salet,BBBBB,crump,YYBBB,birch,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YYBBY,porch,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YYBYB,micro,GGGGG,     ,     ,     ,     
salet,BBBBB,crump,YYYBB,incur,BBGGG,occur,GGGGG,     ,     
salet,BBBBB,crump,YYYBB,incur,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BBBBG,drift,BBGBG,twixt,GGGGG,     ,     
salet,BBBBG,mount,BBBBG,drift,BBYBG,tight,BGGGG,wight,GGGGG
salet,BBBBG,mount,BBBBG,drift,BBYBG,tight,GGGGG,     ,     
salet,BBBBG,mount,BBBBG,drift,BBYYG,fight,GGGGG,     ,     
salet,BBBBG,mount,BBBBG,drift,BGBBG,crypt,GGGGG,     ,     
salet,BBBBG,mount,BBBBG,drift,BYYBG,right,GGGGG,     ,     
salet,BBBBG,mount,BBBBG,drift,GBYBG,digit,GGGGG,     ,     
salet,BBBBG,mount,BBBBG,drift,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BBBGG,print,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BBBYG,night,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BBGBG,fruit,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BBGGG,brunt,BGGGG,grunt,GGGGG,     ,     
salet,BBBBG,mount,BBGGG,brunt,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BBYGG,burnt,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BBYYG,input,BGBGG,uncut,GGGGG,     ,     
salet,BBBBG,mount,BBYYG,input,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BBYYG,input,YGBYG,unfit,GGGGG,     ,     
salet,BBBBG,mount,BGBBG,robot,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BGBGG,joint,BGGGG,point,GGGGG,     ,     
salet,BBBBG,mount,BGBGG,joint,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BGGBG,court,BGGBG,doubt,GGGGG,     ,     
salet,BBBBG,mount,BGGBG,court,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BGGGG,count,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BGYYG,donut,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BYBBG,bigot,BGBGG,pivot,GGGGG,     ,     
salet,BBBBG,mount,BYBBG,bigot,BYBGG,idiot,GGGGG,     ,     
salet,BBBBG,mount,BYBBG,bigot,BYBYG,droit,GGGGG,     ,     
salet,BBBBG,mount,BYBBG,bigot,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BYBBG,bigot,YYBYG,orbit,GGGGG,     ,     
salet,BBBBG,mount,BYBGG,front,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BYBYG,ingot,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BYYBG,grout,BGGGG,trout,GGGGG,     ,     
salet,BBBBG,mount,BYYBG,grout,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,BYYBG,grout,YBYYG,ought,GGGGG,     ,     
salet,BBBBG,mount,GBBBG,might,GGGGG,     ,     ,     ,     
salet,BBBBG,mount,GGGGG,     ,     ,     ,     ,     ,     
salet,BBBBG,mount,YGBBG,vomit,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BBBGB,bitty,BBGGG,putty,GGGGG,     ,     
salet,BBBBY,north,BBBGB,bitty,BGBGG,fifty,GGGGG,     ,     
salet,BBBBY,north,BBBGB,bitty,BGGGG,witty,BGGGG,ditty,BGGGG
salet,BBBBY,north,BBBGB,bitty,BGGGG,witty,BGGGG,ditty,GGGGG
salet,BBBBY,north,BBBGB,bitty,BGGGG,witty,GGGGG,     ,     
salet,BBBBY,north,BBBGB,bitty,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BBBGG,fifth,BGBGG,width,GGGGG,     ,     
salet,BBBBY,north,BBBGG,fifth,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BBBYB,timid,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BBBYG,width,BBBYG,butch,BGGGG,hutch,GGGGG
salet,BBBBY,north,BBBYG,width,BBBYG,butch,GGGGG,     ,     
salet,BBBBY,north,BBBYG,width,BBYYG,dutch,GGGGG,     ,     
salet,BBBBY,north,BBBYG,width,BGBYG,hitch,BGGGG,pitch,GGGGG
salet,BBBBY,north,BBBYG,width,BGBYG,hitch,GGGGG,     ,     
salet,BBBBY,north,BBBYG,width,BGYYG,ditch,GGGGG,     ,     
salet,BBBBY,north,BBBYG,width,BYBYG,thigh,GGGGG,     ,     
salet,BBBBY,north,BBBYG,width,GGBYG,witch,GGGGG,     ,     
salet,BBBBY,north,BBBYY,pithy,BBYYB,thumb,GGGGG,     ,     
salet,BBBBY,north,BBBYY,pithy,BYYGG,itchy,GGGGG,     ,     
salet,BBBBY,north,BBBYY,pithy,BYYYB,thick,GGGGG,     ,     
salet,BBBBY,north,BBBYY,pithy,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BBBYY,pithy,YBYYB,thump,GGGGG,     ,     
salet,BBBBY,north,BBGGB,dirty,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BBGGG,mirth,BGGGG,birth,BGGGG,girth,GGGGG
salet,BBBBY,north,BBGGG,mirth,BGGGG,birth,GGGGG,     ,     
salet,BBBBY,north,BBGGG,mirth,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BBGYY,thrum,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BBYGB,fritz,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BBYGG,truth,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BBYYB,trick,GGBBB,trump,GGGGG,     ,     
salet,BBBBY,north,BBYYB,trick,GGBGG,truck,GGGGG,     ,     
salet,BBBBY,north,BBYYB,trick,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BBYYY,third,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BGBGB,booty,BGBGG,pouty,GGGGG,     ,     
salet,BBBBY,north,BGBGB,booty,BGYGB,motto,GGGGG,     ,     
salet,BBBBY,north,BGBGB,booty,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BGBGG,youth,BGBGG,booth,BGGGG,tooth,GGGGG
salet,BBBBY,north,BGBGG,youth,BGBGG,booth,GGGGG,     ,     
salet,BBBBY,north,BGBGG,youth,BGGGG,mouth,GGGGG,     ,     
salet,BBBBY,north,BGBGG,youth,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BGBYB,topic,GGBBB,toddy,GGGGG,     ,     
salet,BBBBY,north,BGBYB,topic,GGBGG,toxic,GGGGG,     ,     
salet,BBBBY,north,BGBYB,topic,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BGBYB,topic,YGBGB,motif,GGGGG,     ,     
salet,BBBBY,north,BGBYG,botch,BGYBG,tough,GGGGG,     ,     
salet,BBBBY,north,BGBYG,botch,BGYGG,touch,GGGGG,     ,     
salet,BBBBY,north,BGBYG,botch,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BGGGB,forty,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BGGGG,forth,BGGGG,worth,GGGGG,     ,     
salet,BBBBY,north,BGGGG,forth,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BGGYG,torch,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BGYYB,motor,BGGGG,rotor,GGGGG,     ,     
salet,BBBBY,north,BGYYB,motor,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BYBGB,ditto,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BYBGG,quoth,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BYBGY,photo,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BYBYB,outdo,GBGBB,optic,GGGGG,     ,     
salet,BBBBY,north,BYBYB,outdo,GGGBG,outgo,GGGGG,     ,     
salet,BBBBY,north,BYBYB,outdo,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BYGYB,turbo,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BYGYY,throb,GGGGB,throw,GGGGG,     ,     
salet,BBBBY,north,BYGYY,throb,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BYYGG,broth,BGGGG,froth,GGGGG,     ,     
salet,BBBBY,north,BYYGG,broth,GGGGG,     ,     ,     ,     
salet,BBBBY,north,BYYYB,tumor,GBBGY,troop,GGGGG,     ,     
salet,BBBBY,north,BYYYB,tumor,GGBGG,tutor,GGGGG,     ,     
salet,BBBBY,north,BYYYB,tumor,GGGGG,     ,     ,     ,     
salet,BBBBY,north,GBBGB,nutty,GGGGG,     ,     ,     ,     
salet,BBBBY,north,GBBGG,ninth,GGGGG,     ,     ,     ,     
salet,BBBBY,north,GGBYG,notch,GGGGG,     ,     ,     ,     
salet,BBBBY,north,GGGGG,     ,     ,     ,     ,     ,     
salet,BBBBY,north,YBBGB,minty,BYYGG,unity,GGGGG,     ,     
salet,BBBBY,north,YBBGB,minty,GGGGG,     ,     ,     ,     
salet,BBBBY,north,YBBYB,tunic,GBYYB,tying,GGGGG,     ,     
salet,BBBBY,north,YBBYB,tunic,GGGGG,     ,     ,     ,     
salet,BBBBY,north,YBBYY,thing,GGGGB,think,GGGGG,     ,     
salet,BBBBY,north,YBBYY,thing,GGGGG,     ,     ,     ,     
salet,BBBBY,north,YBYYB,trunk,GGGGG,     ,     ,     ,     
salet,BBBBY,north,YGBGG,month,GGGGG,     ,     ,     ,     
salet,BBBBY,north,YGBYB,tonic,GGGGG,     ,     ,     ,     
salet,BBBBY,north,YGBYB,tonic,GGYGB,toxin,GGGGG,     ,     
salet,BBBBY,north,YYBGB,junto,BBGGG,pinto,GGGGG,     ,     
salet,BBBBY,north,YYBGB,junto,GGGGG,     ,     ,     ,     
